class	subclass	subsubclass	serialid	sample1	sample2	sample3	sample4	sample5
3	-	-	-	14.0	34.0	31.0	48.0	45.0
3	1	1	75	17.0	55.0	38.0	19.0	22.0
3	1	1	81	5.0	3.0	12.0	13.0	2.0
3	1	1	83	2.0	4.0	17.0	7.0	0
3	1	11	1	5.0	1.0	1.0	0	4.0
3	1	11	2	32.0	33.0	40.0	33.0	42.0
3	1	11	5	24.0	16.0	30.0	36.0	55.0
3	1	11	6	49.0	35.0	67.0	69.0	82.0
3	1	12	1	2.0	3.0	2.0	5.0	6.0
3	1	13	-	6.0	8.0	77.0	7.0	13.0
3	1	13	1	33.0	32.0	45.0	33.0	105.0
3	1	13	5	15.0	20.0	19.0	19.0	15.0
3	1	2	-	48.0	79.0	109.0	92.0	44.0
3	1	-	-	12.0	5.0	10.0	4.0	6.0
3	1	2	1	2.0	2.0	6.0	18.0	17.0
3	1	2	12	3.0	1.0	11.0	0	11.0
3	1	2	22	3.0	0	6.0	3.0	0
3	1	2	29	1.0	2.0	3.0	3.0	2.0
3	1	2	6	33.0	13.0	31.0	26.0	23.0
3	1	21	-	57.0	42.0	56.0	38.0	95.0
3	1	-	-	2.0	0	0	0	0
3	1	21	2	11.0	7.0	28.0	25.0	46.0
3	1	21	3	292.0	244.0	390.0	316.0	603.0
3	1	21	4	10.0	7.0	12.0	6.0	6.0
3	1	21	5	91.0	85.0	116.0	106.0	134.0
3	1	22	4	20.0	25.0	40.0	47.0	35.0
3	1	26	-	140.0	168.0	187.0	343.0	464.0
3	1	26	11	21.0	25.0	47.0	35.0	29.0
3	1	26	12	87.0	125.0	163.0	93.0	77.0
3	1	26	3	33.0	38.0	72.0	52.0	31.0
3	1	26	4	44.0	52.0	76.0	80.0	93.0
3	1	-	-	3.0	1.0	7.0	6.0	0
3	1	26	5	22.0	16.0	52.0	21.0	80.0
3	1	27	-	3.0	0	18.0	1.0	5.0
3	1	27	1	2.0	0	12.0	0	0
3	1	27	3	2.0	18.0	7.0	3.0	13.0
3	1	3	-	17.0	22.0	33.0	18.0	28.0
3	1	3	1	30.0	21.0	39.0	30.0	39.0
3	1	3	10	1.0	4.0	1.0	4.0	8.0
3	1	3	105	4.0	2.0	7.0	2.0	6.0
3	1	3	11	71.0	48.0	107.0	117.0	26.0
3	1	3	-	7.0	14.0	9.0	17.0	4.0
3	1	3	12	4.0	2.0	9.0	11.0	0
3	1	3	15	4.0	8.0	4.0	2.0	11.0
3	1	3	16	141.0	153.0	405.0	235.0	120.0
3	1	3	-	1.0	0	9.0	4.0	0
3	1	3	18	18.0	15.0	11.0	11.0	37.0
3	1	3	2	6.0	2.0	3.0	2.0	47.0
3	1	3	23	2.0	0	5.0	2.0	0
3	1	3	25	35.0	30.0	46.0	35.0	40.0
3	1	3	-	2.0	1.0	0	1.0	0
3	1	3	27	7.0	8.0	11.0	4.0	5.0
3	1	3	3	37.0	58.0	61.0	56.0	53.0
-	-	-	-	8.0	1.0	9.0	0	0
3	1	3	36	1.0	1.0	10.0	1.0	2.0
3	1	3	37	1.0	0	0	0	0
-	-	-	-	2.0	3.0	0	2.0	0
3	1	3	45	17.0	22.0	26.0	31.0	29.0
3	1	3	48	17.0	30.0	70.0	20.0	24.0
3	1	3	5	44.0	42.0	34.0	69.0	45.0
3	-	-	-	7.0	9.0	8.0	13.0	7.0
3	1	3	64	8.0	7.0	16.0	10.0	1.0
3	1	3	70	2.0	0	0	0	2.0
3	1	3	71	10.0	4.0	7.0	4.0	21.0
3	1	3	73	2.0	6.0	2.0	5.0	0
3	1	3	77	3.0	1.0	0	2.0	0
3	1	-	-	34.0	42.0	43.0	39.0	62.0
3	1	3	8	1.0	2.0	10.0	0	0
3	1	3	-	17.0	10.0	20.0	22.0	16.0
3	1	3	97	24.0	26.0	45.0	31.0	55.0
3	1	4	-	2.0	0	1.0	0	0
3	1	-	-	1.0	6.0	1.0	15.0	29.0
3	1	4	17	4.0	3.0	7.0	5.0	0
3	1	4	3	40.0	15.0	90.0	54.0	3.0
3	1	4	46	15.0	18.0	32.0	31.0	29.0
3	1	4	53	6.0	3.0	4.0	1.0	0
3	1	4	55	4.0	10.0	27.0	18.0	15.0
3	1	4	58	8.0	14.0	2.0	3.0	8.0
3	1	5	1	40.0	25.0	64.0	45.0	50.0
3	1	6	1	94.0	144.0	211.0	184.0	19.0
3	1	6	6	8.0	4.0	9.0	4.0	4.0
3	11	1	1	3.0	4.0	2.0	1.0	0
3	11	1	2	1.0	3.0	2.0	5.0	0
3	13	1	1	9.0	13.0	28.0	14.0	0
3	13	1	6	14.0	3.0	3.0	0	1.0
3	2	-	-	6.0	2.0	5.0	0	1.0
3	2	1	1	15.0	30.0	39.0	41.0	121.0
3	2	1	10	3.0	8.0	10.0	4.0	9.0
3	2	1	106	1.0	0	1.0	0	0
3	2	1	107	3.0	0	3.0	2.0	0
3	2	1	113	1.0	1.0	9.0	0	0
3	2	1	123	2.0	2.0	1.0	1.0	2.0
3	2	1	135	8.0	1.0	9.0	14.0	10.0
3	2	1	139	5.0	2.0	6.0	10.0	21.0
3	2	1	14	14.0	17.0	20.0	26.0	15.0
3	2	1	141	6.0	14.0	7.0	20.0	1.0
-	-	-	-	1.0	2.0	0	0	0
3	2	1	17	5.0	2.0	0	13.0	14.0
3	2	1	170	2.0	3.0	0	4.0	0
3	2	1	172	4.0	25.0	5.0	22.0	46.0
3	2	1	177	17.0	25.0	29.0	74.0	155.0
3	2	1	18	4.0	2.0	0	2.0	0
3	2	1	180	1.0	5.0	6.0	0	2.0
3	2	1	183	1.0	0	2.0	0	0
3	2	1	184	1.0	6.0	10.0	6.0	15.0
3	2	1	196	1.0	0	1.0	0	1.0
3	2	1	197	3.0	12.0	2.0	5.0	3.0
3	2	1	20	32.0	41.0	57.0	62.0	99.0
3	2	1	21	139.0	112.0	197.0	344.0	435.0
3	2	1	22	62.0	79.0	88.0	112.0	324.0
3	2	1	23	43.0	93.0	124.0	222.0	565.0
3	2	1	24	12.0	26.0	29.0	43.0	122.0
3	2	1	25	13.0	20.0	21.0	28.0	27.0
3	2	1	26	2.0	4.0	6.0	11.0	6.0
3	2	1	28	4.0	7.0	3.0	3.0	0
3	2	1	3	19.0	21.0	16.0	29.0	2.0
3	2	1	31	2.0	1.0	4.0	25.0	24.0
3	2	1	35	8.0	14.0	22.0	22.0	0
3	2	1	37	10.0	23.0	36.0	41.0	44.0
3	2	1	39	1.0	0	0	0	0
3	2	1	4	47.0	54.0	64.0	174.0	839.0
3	2	1	40	14.0	30.0	52.0	63.0	160.0
3	2	1	45	17.0	28.0	54.0	81.0	64.0
3	2	1	51	39.0	79.0	114.0	170.0	378.0
3	2	1	52	47.0	36.0	72.0	79.0	138.0
3	2	1	-	4.0	7.0	17.0	6.0	4.0
3	2	1	55	24.0	27.0	51.0	77.0	75.0
3	2	1	58	2.0	0	2.0	0	0
3	2	1	68	40.0	40.0	45.0	67.0	23.0
3	2	1	78	13.0	18.0	14.0	22.0	103.0
3	2	1	8	13.0	19.0	8.0	42.0	135.0
3	2	1	80	2.0	10.0	5.0	9.0	19.0
3	2	1	86	8.0	4.0	12.0	8.0	4.0
3	2	1	89	2.0	13.0	15.0	13.0	41.0
3	2	1	91	3.0	2.0	29.0	66.0	29.0
3	2	1	93	1.0	0	3.0	2.0	7.0
3	2	1	99	7.0	19.0	13.0	13.0	35.0
3	2	2	-	1.0	1.0	2.0	1.0	0
-	-	-	-	2.0	9.0	5.0	14.0	17.0
3	2	2	1	9.0	2.0	15.0	4.0	10.0
3	2	2	-	41.0	68.0	81.0	80.0	81.0
3	2	2	20	19.0	10.0	25.0	27.0	38.0
3	2	2	21	25.0	22.0	31.0	46.0	26.0
-	-	-	-	19.0	16.0	39.0	24.0	15.0
3	2	2	26	1.0	0	0	2.0	4.0
3	2	2	27	64.0	45.0	79.0	61.0	50.0
3	2	2	28	5.0	4.0	5.0	10.0	7.0
3	2	2	31	10.0	8.0	21.0	13.0	21.0
3	2	2	4	5.0	4.0	8.0	24.0	30.0
3	2	2	9	5.0	10.0	10.0	1.0	1.0
3	3	1	1	310.0	296.0	527.0	391.0	300.0
-	-	-	-	2.0	46.0	3.0	8.0	0
3	3	2	6	1.0	5.0	15.0	0	0
3	3	2	8	1.0	0	5.0	5.0	0
3	4	-	-	105.0	126.0	219.0	142.0	217.0
3	4	-	-	2.0	3.0	8.0	7.0	0
3	4	11	-	69.0	43.0	70.0	59.0	20.0
3	4	11	1	81.0	77.0	82.0	99.0	57.0
3	4	11	10	4.0	2.0	3.0	3.0	0
3	4	11	18	82.0	157.0	253.0	311.0	319.0
3	4	11	19	12.0	8.0	4.0	4.0	4.0
3	4	11	2	36.0	50.0	88.0	66.0	60.0
3	4	11	21	3.0	3.0	19.0	1.0	18.0
3	4	11	24	1.0	1.0	1.0	2.0	0
3	4	11	25	2.0	0	1.0	0	0
3	4	11	4	19.0	24.0	17.0	47.0	73.0
3	4	11	5	14.0	19.0	36.0	35.0	14.0
3	4	11	9	97.0	114.0	143.0	138.0	171.0
3	4	13	-	10.0	16.0	19.0	57.0	236.0
3	4	13	19	39.0	38.0	51.0	61.0	56.0
3	4	13	21	3.0	3.0	1.0	13.0	5.0
3	4	13	22	6.0	3.0	7.0	3.0	17.0
3	4	13	9	14.0	9.0	17.0	30.0	9.0
3	4	14	10	1.0	0	3.0	0	0
3	4	14	13	2.0	2.0	0	0	0
3	4	14	4	15.0	23.0	40.0	28.0	38.0
3	4	14	5	35.0	48.0	50.0	95.0	43.0
3	4	14	9	9.0	10.0	53.0	9.0	0
3	4	15	1	23.0	23.0	23.0	27.0	34.0
3	4	15	5	22.0	42.0	32.0	75.0	208.0
3	4	15	6	11.0	27.0	33.0	10.0	3.0
3	4	16	4	196.0	170.0	281.0	250.0	223.0
3	4	-	-	14.0	22.0	23.0	36.0	21.0
3	4	16	6	1.0	2.0	21.0	1.0	2.0
3	4	17	-	1.0	7.0	0	3.0	0
3	4	17	11	12.0	14.0	21.0	25.0	5.0
3	4	17	13	10.0	14.0	6.0	9.0	15.0
3	4	17	14	3.0	7.0	1.0	2.0	9.0
3	4	17	18	17.0	15.0	21.0	23.0	3.0
3	4	17	19	20.0	16.0	49.0	34.0	20.0
3	4	17	21	35.0	43.0	30.0	54.0	12.0
3	4	17	22	2.0	2.0	1.0	0	0
3	4	19	-	3.0	0	2.0	0	9.0
3	4	19	1	2.0	1.0	2.0	1.0	4.0
3	4	19	12	30.0	22.0	122.0	15.0	15.0
3	4	19	15	1.0	0	0	0	0
3	4	19	5	1.0	8.0	21.0	6.0	24.0
3	4	21	-	216.0	264.0	278.0	394.0	260.0
3	4	21	102	457.0	399.0	650.0	590.0	418.0
3	4	21	105	7.0	4.0	7.0	11.0	9.0
3	4	21	107	215.0	217.0	307.0	346.0	104.0
3	4	21	111	23.0	0	8.0	3.0	0
3	4	21	116	5.0	34.0	24.0	4.0	6.0
3	4	21	26	41.0	73.0	99.0	126.0	70.0
3	4	21	48	5.0	5.0	16.0	0	0
3	4	21	50	2.0	4.0	9.0	16.0	19.0
3	4	21	53	938.0	1093.0	1346.0	1689.0	1246.0
3	4	21	62	4.0	4.0	3.0	4.0	10.0
3	4	21	66	4.0	4.0	5.0	4.0	3.0
3	4	21	83	42.0	68.0	94.0	99.0	29.0
3	4	21	88	134.0	116.0	162.0	196.0	159.0
3	4	21	89	86.0	99.0	177.0	192.0	211.0
3	4	21	92	495.0	420.0	524.0	536.0	420.0
3	4	22	40	1.0	7.0	19.0	20.0	63.0
3	4	22	70	5.0	4.0	7.0	4.0	12.0
3	4	23	-	1.0	0	9.0	23.0	12.0
3	4	23	25	6.0	6.0	54.0	5.0	3.0
3	4	23	36	29.0	37.0	26.0	21.0	29.0
3	4	23	43	5.0	10.0	11.0	7.0	2.0
-	-	-	-	7.0	20.0	19.0	19.0	15.0
3	4	23	5	1.0	0	4.0	0	0
3	4	24	-	1091.0	1331.0	1804.0	1891.0	1484.0
3	4	24	15	8.0	8.0	15.0	12.0	2.0
3	4	24	21	5.0	0	0	0	0
3	4	24	25	11.0	0	2.0	1.0	0
3	4	24	28	10.0	16.0	20.0	11.0	2.0
3	4	24	3	1.0	2.0	3.0	1.0	0
3	4	24	40	7.0	5.0	3.0	5.0	0
3	4	24	56	1.0	4.0	39.0	2.0	3.0
3	4	24	64	6.0	6.0	59.0	7.0	2.0
3	4	24	70	16.0	28.0	45.0	21.0	64.0
3	4	24	71	9.0	7.0	8.0	46.0	2.0
3	4	24	84	11.0	12.0	33.0	17.0	23.0
3	4	24	89	1.0	0	0	0	0
3	4	25	1	93.0	73.0	418.0	114.0	102.0
3	4	25	2	18.0	42.0	41.0	43.0	10.0
3	5	1	-	51.0	51.0	97.0	55.0	51.0
3	5	1	1	23.0	21.0	19.0	20.0	44.0
3	5	1	10	3.0	19.0	17.0	24.0	57.0
3	5	1	101	1.0	5.0	2.0	0	1.0
3	5	1	104	24.0	16.0	16.0	16.0	21.0
3	5	1	105	16.0	11.0	29.0	27.0	4.0
3	5	1	106	2.0	0	0	0	0
3	5	1	108	68.0	60.0	116.0	100.0	28.0
-	-	-	-	23.0	30.0	48.0	84.0	135.0
3	5	1	11	21.0	31.0	43.0	62.0	15.0
3	5	1	110	9.0	6.0	6.0	8.0	5.0
3	5	1	115	4.0	1.0	0	2.0	0
3	5	1	119	26.0	40.0	33.0	60.0	0
3	5	1	124	69.0	95.0	99.0	84.0	337.0
3	5	1	16	31.0	21.0	69.0	46.0	43.0
3	5	1	18	9.0	5.0	29.0	12.0	22.0
3	5	1	-	26.0	11.0	6.0	24.0	5.0
3	5	1	2	3.0	2.0	8.0	2.0	0
3	5	1	23	3.0	7.0	21.0	1.0	0
3	5	1	24	1.0	1.0	6.0	3.0	38.0
3	5	1	25	10.0	12.0	16.0	22.0	59.0
3	5	1	26	15.0	13.0	20.0	20.0	0
3	5	1	28	59.0	73.0	67.0	121.0	176.0
3	5	1	3	5.0	0	11.0	13.0	34.0
3	5	1	4	91.0	50.0	99.0	77.0	40.0
3	5	1	42	27.0	18.0	43.0	53.0	58.0
3	5	1	44	2.0	4.0	8.0	11.0	5.0
3	5	1	49	12.0	17.0	24.0	18.0	1.0
3	5	1	5	56.0	31.0	51.0	69.0	17.0
3	5	1	53	26.0	31.0	36.0	37.0	31.0
3	5	1	54	6.0	3.0	1.0	2.0	0
3	5	1	56	10.0	3.0	2.0	0	2.0
3	5	1	59	1.0	0	0	0	0
3	5	1	6	79.0	68.0	78.0	88.0	7.0
3	5	1	-	30.0	21.0	25.0	19.0	22.0
3	5	1	81	38.0	35.0	65.0	70.0	17.0
3	5	1	88	82.0	68.0	107.0	78.0	95.0
3	5	1	9	19.0	10.0	17.0	12.0	1.0
3	5	1	94	1.0	0	1.0	1.0	0
3	5	1	97	8.0	6.0	13.0	17.0	0
3	5	1	98	7.0	5.0	16.0	5.0	5.0
3	5	1	99	2.0	0	1.0	0	0
3	5	2	1	1.0	0	7.0	0	5.0
3	5	2	10	34.0	23.0	46.0	39.0	80.0
3	5	2	14	176.0	104.0	211.0	111.0	12.0
3	5	2	17	1.0	5.0	9.0	7.0	2.0
3	5	2	18	2.0	0	6.0	0	1.0
3	5	2	2	70.0	48.0	71.0	80.0	11.0
3	5	2	3	93.0	79.0	151.0	155.0	206.0
3	5	2	5	10.0	9.0	22.0	5.0	2.0
3	5	2	6	44.0	32.0	21.0	77.0	11.0
3	5	2	7	13.0	26.0	16.0	35.0	49.0
3	5	2	9	10.0	14.0	28.0	5.0	4.0
3	5	3	1	18.0	21.0	26.0	25.0	0
3	5	3	11	19.0	20.0	75.0	25.0	35.0
3	5	3	12	9.0	5.0	8.0	11.0	19.0
3	5	3	13	8.0	2.0	0	4.0	0
3	5	3	15	1.0	0	0	0	0
3	5	3	18	3.0	0	3.0	8.0	1.0
3	5	3	23	1.0	0	2.0	0	0
3	5	3	26	3.0	4.0	0	3.0	0
3	5	3	4	8.0	3.0	2.0	9.0	0
3	5	3	6	14.0	7.0	26.0	19.0	17.0
3	5	3	7	2.0	0	0	0	0
3	5	3	8	2.0	3.0	5.0	5.0	0
3	5	3	9	1.0	5.0	0	6.0	0
3	5	4	1	15.0	8.0	12.0	6.0	25.0
3	5	4	12	9.0	11.0	14.0	31.0	46.0
3	5	4	13	91.0	70.0	89.0	80.0	15.0
3	5	4	16	100.0	82.0	134.0	104.0	76.0
3	5	4	19	12.0	9.0	53.0	22.0	14.0
3	5	4	2	10.0	6.0	14.0	25.0	72.0
3	5	4	22	5.0	4.0	2.0	7.0	3.0
3	5	4	25	7.0	4.0	14.0	4.0	9.0
-	-	-	-	21.0	25.0	22.0	20.0	37.0
3	5	4	27	2.0	3.0	6.0	10.0	0
3	5	4	29	2.0	0	0	0	0
3	5	4	-	15.0	23.0	26.0	19.0	7.0
3	5	4	33	23.0	22.0	36.0	40.0	53.0
3	5	4	4	15.0	29.0	39.0	19.0	20.0
3	5	4	40	3.0	3.0	16.0	15.0	9.0
3	5	4	44	2.0	2.0	0	1.0	0
3	5	4	5	5.0	9.0	16.0	31.0	17.0
3	5	4	6	2.0	0	2.0	0	0
3	5	5	1	3.0	2.0	7.0	3.0	0
3	5	5	7	4.0	2.0	2.0	1.0	0
3	5	5	8	2.0	0	4.0	0	0
3	5	99	10	28.0	32.0	62.0	53.0	35.0
3	5	99	2	8.0	2.0	6.0	3.0	0
3	5	99	5	1.0	2.0	0	1.0	0
3	5	99	6	34.0	44.0	65.0	65.0	190.0
3	5	99	7	2.0	3.0	1.0	5.0	0
3	6	-	-	20.0	31.0	36.0	21.0	75.0
3	6	1	-	33.0	27.0	58.0	16.0	29.0
3	-	-	-	23.0	32.0	45.0	38.0	98.0
3	6	1	1	216.0	264.0	465.0	382.0	695.0
3	6	1	10	1.0	0	1.0	0	0
3	6	1	-	29.0	35.0	68.0	44.0	28.0
3	6	1	13	13.0	16.0	38.0	24.0	16.0
3	6	1	17	1.0	0	0	0	0
3	6	1	22	7.0	2.0	7.0	8.0	4.0
3	6	1	23	14.0	21.0	21.0	27.0	78.0
3	6	1	27	47.0	36.0	48.0	55.0	53.0
3	6	1	31	18.0	8.0	38.0	17.0	28.0
3	-	-	-	12.0	11.0	10.0	18.0	62.0
3	6	1	41	5.0	2.0	12.0	5.0	4.0
3	6	1	54	2.0	9.0	15.0	22.0	45.0
3	6	1	55	28.0	22.0	52.0	43.0	28.0
3	6	1	61	1.0	0	1.0	0	0
3	6	1	66	30.0	27.0	20.0	30.0	114.0
3	6	1	7	16.0	18.0	13.0	15.0	6.0
3	6	1	9	10.0	8.0	8.0	12.0	7.0
3	6	3	-	540.0	521.0	817.0	680.0	662.0
3	6	3	-	2.0	0	0	0	2.0
3	6	3	1	8.0	9.0	111.0	5.0	1.0
3	6	3	12	16.0	60.0	38.0	83.0	174.0
3	6	3	14	481.0	666.0	1909.0	842.0	748.0
3	6	3	-	14.0	11.0	32.0	14.0	51.0
3	6	3	-	34.0	30.0	55.0	30.0	80.0
3	6	3	17	184.0	167.0	180.0	221.0	341.0
3	6	3	2	44.0	39.0	84.0	74.0	119.0
3	6	3	20	5.0	1.0	14.0	2.0	2.0
3	6	3	21	38.0	28.0	30.0	34.0	36.0
3	6	3	25	16.0	17.0	35.0	12.0	23.0
3	6	3	27	105.0	61.0	190.0	105.0	119.0
3	6	3	28	8.0	3.0	2.0	2.0	0
3	6	3	29	4.0	7.0	9.0	6.0	11.0
3	6	3	30	29.0	17.0	22.0	19.0	13.0
3	6	3	31	34.0	53.0	90.0	35.0	8.0
3	6	3	32	1.0	4.0	5.0	3.0	0
3	6	3	34	9.0	8.0	17.0	22.0	16.0
3	6	3	36	2.0	0	0	0	4.0
3	6	3	38	3.0	0	1.0	2.0	0
3	6	3	-	15.0	16.0	33.0	23.0	54.0
3	6	3	4	45.0	63.0	45.0	67.0	117.0
3	6	3	40	4.0	0	1.0	7.0	0
3	6	3	41	6.0	5.0	8.0	15.0	13.0
3	6	3	54	121.0	171.0	197.0	171.0	325.0
3	6	3	55	5.0	3.0	0	0	8.0
3	6	3	6	6.0	0	101.0	3.0	16.0
3	6	3	7	2.0	5.0	10.0	4.0	0
3	6	3	8	68.0	58.0	236.0	74.0	273.0
3	6	3	9	1.0	5.0	28.0	11.0	3.0
3	6	4	-	135.0	188.0	293.0	212.0	173.0
-	-	-	-	2.0	4.0	10.0	1.0	0
3	6	4	12	516.0	607.0	861.0	806.0	1293.0
3	6	4	-	1.0	0	0	0	0
3	6	4	13	340.0	336.0	1172.0	532.0	676.0
3	6	4	6	4.0	2.0	9.0	10.0	2.0
3	6	5	-	45.0	48.0	153.0	84.0	84.0
3	6	5	4	168.0	167.0	248.0	261.0	158.0
3	6	5	5	11.0	10.0	53.0	3.0	16.0
3	7	1	-	1.0	2.0	0	2.0	0
3	7	1	18	8.0	1.0	7.0	1.0	0
3	7	1	2	12.0	9.0	48.0	21.0	14.0
3	7	1	20	4.0	21.0	38.0	8.0	1.0
3	7	1	21	2.0	17.0	13.0	17.0	6.0
3	7	1	22	15.0	10.0	25.0	4.0	5.0
3	7	1	3	27.0	18.0	10.0	29.0	5.0
3	7	1	9	1.0	1.0	1.0	0	1.0
3	8	1	2	18.0	13.0	28.0	19.0	0
3	8	1	3	14.0	5.0	19.0	15.0	0
3	8	1	5	4.0	4.0	12.0	3.0	9.0
4	1	-	-	1.0	4.0	10.0	12.0	6.0
4	1	1	1	1.0	0	1.0	0	2.0
4	1	1	101	1.0	0	0	0	0
4	1	1	103	5.0	1.0	10.0	0	1.0
4	1	1	104	1.0	0	0	2.0	0
4	1	1	11	14.0	10.0	29.0	19.0	38.0
4	1	1	15	5.0	9.0	4.0	15.0	5.0
4	1	1	17	37.0	14.0	119.0	32.0	10.0
4	1	1	19	124.0	113.0	191.0	211.0	193.0
4	1	1	2	3.0	0	5.0	0	0
4	1	1	20	42.0	40.0	85.0	72.0	136.0
4	1	1	21	3.0	0	0	0	0
-	-	-	-	1.0	0	7.0	3.0	0
4	1	1	23	16.0	34.0	46.0	33.0	81.0
4	1	1	-	3.0	4.0	15.0	14.0	18.0
4	1	1	3	30.0	11.0	68.0	15.0	115.0
4	1	1	31	24.0	25.0	56.0	18.0	21.0
4	1	1	32	138.0	192.0	224.0	133.0	440.0
4	1	1	35	36.0	36.0	91.0	60.0	78.0
4	1	1	36	1.0	0	3.0	6.0	0
-	-	-	-	50.0	57.0	58.0	97.0	162.0
4	1	1	37	49.0	100.0	131.0	137.0	248.0
4	1	1	38	1.0	4.0	1.0	3.0	0
4	1	1	39	84.0	85.0	57.0	18.0	25.0
4	1	1	4	8.0	3.0	18.0	9.0	0
4	1	1	44	57.0	40.0	56.0	52.0	6.0
4	1	1	45	54.0	41.0	111.0	50.0	8.0
4	1	1	46	3.0	3.0	11.0	2.0	3.0
4	1	1	47	1.0	1.0	15.0	7.0	6.0
4	1	1	48	16.0	25.0	11.0	19.0	15.0
4	1	1	49	61.0	109.0	121.0	132.0	224.0
4	1	1	5	1.0	1.0	0	1.0	4.0
4	1	1	50	28.0	43.0	69.0	31.0	92.0
4	1	1	52	14.0	17.0	34.0	3.0	2.0
4	1	1	55	45.0	26.0	63.0	27.0	4.0
4	1	1	65	40.0	46.0	59.0	40.0	54.0
-	-	-	-	1.0	1.0	4.0	2.0	2.0
4	1	1	7	19.0	17.0	21.0	18.0	2.0
4	1	1	70	6.0	2.0	22.0	10.0	6.0
4	1	1	71	3.0	6.0	5.0	5.0	2.0
4	1	1	74	1.0	1.0	4.0	0	0
4	1	1	79	2.0	4.0	7.0	4.0	0
4	1	1	8	34.0	24.0	55.0	29.0	3.0
4	1	1	81	2.0	1.0	4.0	1.0	10.0
4	1	1	82	1.0	0	3.0	0	9.0
4	1	1	86	1.0	2.0	2.0	2.0	7.0
4	1	1	96	5.0	0	8.0	1.0	32.0
4	1	1	97	2.0	3.0	6.0	1.0	0
4	1	1	98	142.0	46.0	188.0	84.0	61.0
4	1	2	13	152.0	192.0	321.0	345.0	640.0
-	-	-	-	8.0	10.0	8.0	8.0	2.0
4	1	-	-	11.0	10.0	26.0	24.0	36.0
4	1	2	17	43.0	39.0	53.0	56.0	48.0
4	1	2	19	2.0	2.0	0	1.0	5.0
4	1	2	20	5.0	4.0	6.0	8.0	4.0
-	-	-	-	17.0	6.0	24.0	14.0	39.0
4	1	2	27	9.0	5.0	20.0	7.0	0
4	1	2	4	26.0	54.0	61.0	92.0	93.0
4	1	2	40	12.0	14.0	34.0	24.0	12.0
4	1	2	43	7.0	5.0	8.0	3.0	2.0
4	1	2	44	11.0	31.0	19.0	29.0	2.0
4	1	2	48	39.0	34.0	41.0	51.0	42.0
4	1	2	52	40.0	43.0	53.0	42.0	41.0
4	1	2	53	3.0	1.0	1.0	0	2.0
4	1	2	-	106.0	108.0	106.0	111.0	105.0
4	1	3	-	23.0	25.0	33.0	43.0	66.0
4	1	3	1	74.0	126.0	75.0	54.0	115.0
4	1	3	16	8.0	5.0	8.0	8.0	26.0
4	1	3	17	5.0	1.0	2.0	6.0	0
4	1	3	-	4.0	11.0	10.0	4.0	0
4	1	3	27	63.0	52.0	106.0	100.0	107.0
4	1	3	3	1.0	0	3.0	1.0	4.0
4	1	3	30	7.0	9.0	21.0	12.0	0
4	1	3	32	8.0	19.0	17.0	5.0	0
4	1	3	34	37.0	27.0	46.0	36.0	83.0
4	1	3	36	22.0	22.0	28.0	28.0	29.0
4	1	3	39	14.0	18.0	31.0	25.0	65.0
4	1	3	4	34.0	17.0	43.0	31.0	26.0
4	1	3	-	1.0	0	0	3.0	0
4	1	99	1	9.0	21.0	17.0	72.0	76.0
4	1	99	12	6.0	0	3.0	0	0
-	-	-	-	119.0	167.0	180.0	163.0	104.0
4	1	99	14	1.0	0	1.0	0	2.0
4	1	99	17	196.0	121.0	238.0	226.0	66.0
4	1	99	19	1.0	6.0	12.0	20.0	120.0
4	1	99	2	6.0	12.0	3.0	7.0	11.0
4	1	99	22	86.0	71.0	88.0	92.0	61.0
4	1	99	3	5.0	4.0	7.0	3.0	30.0
4	2	1	-	2.0	0	8.0	0	0
4	2	1	1	30.0	23.0	68.0	53.0	34.0
4	2	1	10	27.0	41.0	29.0	26.0	61.0
4	2	1	100	4.0	11.0	1.0	11.0	1.0
4	-	-	-	21.0	3.0	9.0	5.0	0
4	2	1	104	12.0	1.0	12.0	3.0	2.0
4	2	1	108	3.0	0	0	0	1.0
4	2	1	109	1.0	7.0	2.0	8.0	0
-	-	-	-	2.0	6.0	14.0	12.0	7.0
4	2	1	11	152.0	190.0	235.0	336.0	528.0
4	2	1	113	12.0	18.0	12.0	26.0	4.0
4	2	1	114	7.0	2.0	2.0	2.0	0
4	2	1	115	6.0	3.0	5.0	3.0	0
4	2	1	116	6.0	0	1.0	1.0	0
4	2	1	117	1.0	4.0	0	3.0	5.0
4	2	1	12	4.0	3.0	9.0	2.0	3.0
-	-	-	-	27.0	9.0	39.0	8.0	78.0
4	2	1	126	19.0	17.0	25.0	28.0	25.0
4	2	1	136	2.0	0	0	1.0	0
4	2	1	140	1.0	0	0	0	0
4	2	1	141	6.0	3.0	3.0	2.0	3.0
4	2	1	147	80.0	26.0	70.0	48.0	0
4	2	1	149	10.0	6.0	8.0	5.0	0
4	2	1	151	16.0	8.0	10.0	13.0	14.0
4	2	1	153	4.0	1.0	6.0	2.0	0
4	2	1	-	8.0	9.0	7.0	1.0	1.0
4	2	1	17	94.0	90.0	102.0	125.0	45.0
4	2	1	171	2.0	0	1.0	1.0	0
-	-	-	-	11.0	4.0	15.0	6.0	6.0
4	2	1	18	15.0	13.0	29.0	12.0	3.0
4	2	1	19	25.0	38.0	44.0	31.0	39.0
-	-	-	-	1.0	7.0	4.0	12.0	41.0
4	2	1	2	127.0	125.0	216.0	184.0	272.0
